sneaker_name,sneaker_brand,collaboration,collaboration_name,sneaker_slug,sneaker_color,data.category,discount_tag,box_condition,product_condition,retail_price_eur,lowest_price_eur,instant_ship_lowest_price_eur,gp_lowest_price_eur,gp_instant_ship_lowest_price_eur,release_year,release_month,release_day
Wmns Free TR 8 'Champagne',Nike,0,No,wmns-free-tr-8-champagne-aj7832-221,cream,shoes,over_retail,good_condition,new_no_defects,100.0,120.0,138.8756713867,165.74,194.5354614258,2021,7,15
Wmns Dunk Low 'Timeless',Nike,0,No,dunk-low-timeless-fj5473-099,grey,shoes,over_retail,good_condition,new_no_defects,79.5399894736,25.0,27.0,51.74,54.14,2021,7,15
LunarMTRL+ 'Atomic Red Blue',Nike,0,No,lunarmtrl-atomic-red-blue-522345-446,red,shoes,over_retail,good_condition,new_no_defects,90.0,90.0,105.3540267944,129.74,145.091506958,2021,7,15
Free Run 2 'Black White',Nike,0,No,free-run-2-black-white-537732-004,black,shoes,under_retail,good_condition,new_no_defects,110.0,63.0,68.0,97.34,103.34,2021,8,3
Zoom SD 4 'Electric Pack',Nike,0,No,zoom-sd-4-electric-pack-fv2334-900,orange,shoes,over_retail,no_original_box,new_no_defects,85.0,160.0,188.4024353027,251.78,267.6053466797,2024,6,26
1978 'Grey Suede',Puma,0,No,1978-grey-suede-ml1978bk,grey,shoes,over_retail,badly_damaged,new_no_defects,150.0,225.0,261.7907714844,316.1,339.2163391113,2021,7,15
Air Max Pulse 'Black Flat Gold',Nike,0,No,air-max-pulse-black-flat-gold-fq8733-010,black,shoes,under_retail,good_condition,new_no_defects,150.0,102.0,118.6832733154,153.74,164.9724731445,2023,11,1
Wmns Bruin High SB 'Black White Gum',Nike,0,No,bruin-high-sb-black-white-gum-dr0126-002,black,shoes,under_retail,good_condition,new_no_defects,90.0,59.0,68.7345504761,92.54,123.5431289673,2022,11,21
Lunar LDV Trail Low Qs,Nike,0,No,lunar-ldv-trail-low-qs-621182-740,yellow,shoes,over_retail,good_condition,new_no_defects,119.4494518609,155.0,198.8325653076,256.22,337.7074584961,2021,6,15
Wmns Air Barrage Mid 'Chrome Yellow',Nike,0,No,wmns-air-barrage-mid-chrome-yellow-cj9574-100,white,shoes,over_retail,good_condition,new_no_defects,119.9657567071,163.0,196.0953216553,244.82,265.9469604492,2019,12,5
Wmns Juvenate Premium 'Legion Green',Nike,0,No,wmns-juvenate-premium-legion-green-844973-300,green,shoes,over_retail,no_original_box,new_no_defects,99.5286917393,60.0,72.7618713379,93.74,105.630065918,2021,7,15
LunarGlide+ 3 'USATF',Nike,0,No,lunarglide-3-usatf-454164-064,black,shoes,over_retail,good_condition,new_no_defects,102.5777637197,119.0,131.5587005615,164.54,188.5495605469,2021,7,15
Air Zoom GT Jump 2 EP 'Hyper Pink',Nike,0,No,air-zoom-gt-jump-2-ep-hyper-pink-dj9432-601,pink,shoes,under_retail,good_condition,new_no_defects,180.0,90.0,116.0,138.14,168.14,2021,7,15
Wmns 500v2 'Black Light Blue',Nike,0,No,wmns-500v2-black-light-blue-gw500sh2,black,shoes,over_retail,good_condition,new_no_defects,92.7424141293,56.0,73.0378189087,85.34,95.4829864502,2021,7,15
Wmns Tanjun 'Team Red White',Nike,0,No,wmns-tanjun-team-red-white-812655-604,red,shoes,over_retail,no_original_box,used,96.1405546015,65.0,70.6479568481,99.74,111.4883499146,2021,7,15
Wmns Air Rift Breathe 'Black Rush Orange',Nike,0,No,wmns-air-rift-breathe-black-rush-orange-dn1338-001,black,shoes,over_retail,good_condition,new_no_defects,103.3769232015,73.0,89.0,94.34,128.54,2021,7,15
Air Trainer Max 94 Low 'Gym Red',Nike,0,No,air-trainer-max-94-low-gym-red-880995-600,red,shoes,over_retail,good_condition,new_no_defects,120.0,234.0,278.1249389648,327.76,358.092376709,2021,7,15
Wmns Vandal Low 'Tweed Pack',Nike,0,No,wmns-vandal-low-tweed-pack-312492-011,black,shoes,over_retail,no_original_box,used,65.0,129.0,161.5732269287,176.54,419.0145874023,2007,9,20
Wmns Daybreak QS 'Gold Suede',Nike,0,No,wmns-daybreak-qs-gold-suede-cq7619-700,white,shoes,under_retail,good_condition,new_no_defects,110.0,46.0,64.7753448486,76.94,81.3595046997,2019,12,26
Wmns Air Zoom Rival 5 'Black Cool Grey',Nike,0,No,wmns-air-zoom-rival-5-black-cool-grey-878958-001,black,shoes,under_retail,no_original_box,new_no_defects,85.0,40.0,54.5009918213,69.74,82.8410186768,2021,7,15
Lunar Everyday Tz Laf 'Livestrong',Nike,1,Livestrong,lunar-everyday-tz-laf-livestrong-370683-002,grey,shoes,over_retail,good_condition,new_no_defects,192.169752955,300.0,390.3609619141,413.3,529.9259643555,2021,7,15
Air Max Prime 'Obsidian',Nike,0,No,air-max-prime-obsidian-876068-401,blue,shoes,over_retail,good_condition,new_no_defects,99.0024442247,65.0,69.3092422485,99.74,107.3159790039,2021,7,15
Free Flyknit NSW,Nike,0,No,free-flyknit-nsw-599459-001,black,shoes,over_retail,good_condition,new_no_defects,119.7319107621,190.0,224.756439209,294.09,357.696685791,2021,7,15
Wmns 200 Fuzzies Slide 'Phantom',Nike,0,No,wmns-200-fuzzies-slide-phantom-swf200zb,black,shoes,under_retail,good_condition,new_no_defects,40.0,36.0,52.8175315857,73.34,89.7606658936,2022,8,25
Free Trainer V7 'Burgundy',Nike,0,No,free-trainer-v7-burgundy-898051-602,red,shoes,over_retail,no_original_box,used,86.3778188751,26.0,32.6837348938,52.94,53.6165390015,2021,7,15
Hyperflight Max 'Red Camo',Adidas,0,No,hyperflight-max-red-camo-599451-600,red,shoes,over_retail,no_original_box,used,180.0,84.0,105.0643539429,122.54,112.3175201416,2013,6,28
Air Trainer 1 'Valentine's Day',Nike,1,Valentino,air-trainer-1-valentine-s-day-dm0522-201,brown,shoes,under_retail,good_condition,new_no_defects,130.0,37.0,40.0,66.14,69.74,2023,2,7
Wmns Dunk Low 'Game Royal',Nike,0,No,wmns-dunk-low-game-royal-dq7576-400,blue,shoes,under_retail,good_condition,new_no_defects,120.0,49.0,53.0,80.54,99.74,2021,7,15
Wmns Flex Trainer 8 Premium 'Smokey Mauve',Nike,0,No,wmns-flex-trainer-8-premium-smokey-mauve-924340-200,pink,shoes,over_retail,good_condition,new_no_defects,94.4600713927,70.0,90.1287078857,105.74,119.3253173828,2021,7,15
Wmns Spark 'Rush Fuchsia',Nike,0,No,wmns-spark-rush-fuchsia-dj6945-100,white,shoes,under_retail,good_condition,new_no_defects,135.0,54.0,63.7632293701,94.94,112.541305542,2021,6,15
Dunk Low SB 'Mummy',Nike,0,No,dunk-low-sb-mummy-dm0774-111,white,shoes,over_retail,good_condition,new_no_defects,110.0,232.0,451.0,305.08,656.01,2021,10,28
Wmns Free TR 8 'Tennessee',Nike,0,No,wmns-free-tr-8-tennessee-ao7837-108,orange,shoes,under_retail,good_condition,new_no_defects,110.0,73.0,79.0,109.34,116.54,2021,7,15
Wmns Air Max 90 Suede 'Cobblestone',Nike,0,No,wmns-air-max-90-suede-cobblestone-920959-001,grey,shoes,over_retail,good_condition,new_no_defects,106.0993885191,89.0,101.8558959961,128.54,142.0641174316,2021,7,15
Wmns RS-X 'Glow-Up',Nike,0,No,wmns-rs-x-glow-up-398510-01,white,shoes,under_retail,good_condition,new_no_defects,110.0,105.0,115.4379425049,144.14,187.5162658691,2024,9,8
Trophy Room x Air Jordan 1 Retro Low OG SP 'Rookie Card - Away',Nike,1,Trophy Room,trophy-room-x-air-jordan-1-retro-low-og-sp-chicago-fn0432-100,red,shoes,over_retail,good_condition,new_no_defects,140.0,200.0,216.0,246.74,265.94,2024,3,21
Air Trainer SC High 'Miami Dolphins',Nike,0,No,air-trainer-sc-high-miami-dolphins-302346-080,grey,shoes,over_retail,good_condition,new_no_defects,122.4116366335,225.0,246.4531402588,316.1,351.4752807617,2021,7,15
Flyknit Trainer 2018 'Black Anthracite',Nike,0,No,flyknit-trainer-2018-triple-black-ah8396-004,black,shoes,over_retail,good_condition,new_no_defects,150.0,169.0,203.0438537598,264.63,326.3756713867,2018,2,23
Free Orbit 2 SP,Nike,0,No,free-orbit-2-sp-657738-110,white,shoes,over_retail,no_original_box,used,200.0,39.0,51.9106826782,68.54,168.6311187744,2021,6,15
Hyperdunk Low Lux,Nike,0,No,hyperdunk-low-lux-864022-400,blue,shoes,under_retail,good_condition,new_no_defects,130.0,70.0,89.5722122192,105.74,138.0591888428,2021,7,15
Match Classic Suede,Puma,0,No,match-classic-suede-844611-004,black,shoes,over_retail,good_condition,new_no_defects,98.0424314572,54.0,58.0,86.54,91.34,2021,7,15
Wmns Free 5.0 +,Nike,0,No,wmns-free-5-0-580591-061,grey,shoes,over_retail,good_condition,new_no_defects,112.2674083502,118.0,127.0,163.34,174.14,2021,7,15
Air Max 2015 'White Metallic Silver',Nike,0,No,air-max-2015-white-metallic-silver-698902-100,white,shoes,over_retail,no_original_box,used,113.7268058046,205.0,225.3202209473,315.13,324.1916809082,2021,6,15
Flyknit Lunar 2 'Wolf Grey',Nike,0,No,nike-flyknit-lunar-2-white,white,shoes,over_retail,good_condition,new_no_defects,111.7587857165,320.0,369.5580749512,487.67,512.7620849609,2021,6,15
Wmns Free Metcon 5 'White Barely Volt',Nike,0,No,wmns-free-metcon-5-white-barely-volt-dv3950-104,white,shoes,under_retail,good_condition,new_no_defects,120.0,72.0,108.7735214233,115.34,218.1505279541,2024,4,1
Air Safari 'OG' 2018,Nike,0,No,air-safari-og-ao3295-001,orange,shoes,under_retail,good_condition,new_no_defects,140.0,114.0,120.7178268433,158.54,168.0031280518,2018,3,14
Wmns Air Max Advantage 2 'Violet Dust',Nike,0,No,wmns-air-max-advantage-2-violet-dust-aa7407-500,purple,shoes,over_retail,no_original_box,used,80.0,95.0,96.4304656982,135.74,146.3864135742,2021,7,15
Wmns 574 'Black White',Nike,0,No,wmns-574-black-white-wl574ib2,black,shoes,over_retail,good_condition,new_no_defects,90.0,117.0,145.3637237549,147.14,169.4315948486,2021,7,15
Wmns Run Swift 2 'Platinum Metallic Gold',Nike,0,No,wmns-run-swift-2-platinum-metallic-gold-cu3528-010,white,shoes,over_retail,good_condition,new_no_defects,101.8761597244,79.0,86.7470016479,116.54,132.9482879639,2021,6,15
Air Max Limited 3 'Triple Black',Nike,0,No,air-max-limited-3-triple-black-687977-020,black,shoes,under_retail,good_condition,new_no_defects,120.0,85.0,92.0,123.74,132.14,2017,3,1
Wmns Flex Trainer 7 'Blue Steel',Nike,0,No,wmns-flex-trainer-7-blue-steel-898479-003,black,shoes,over_retail,no_original_box,new_no_defects,98.437013994,75.0,84.6809997559,111.74,125.4120635986,2021,7,15
Air Maxim 1+,Nike,0,No,air-maxim-1-366488-004,black,shoes,over_retail,good_condition,new_no_defects,133.1950431269,428.0,436.1260070801,579.19,639.1512451172,2021,7,15
Wmns Pro Court 'White Alabaster',Nike,0,No,wmns-pro-court-white-alabaster-proctsec,white,shoes,over_retail,good_condition,new_no_defects,101.4074517498,70.0,73.3872451782,112.94,129.2575073242,2021,6,15
Wmns Rift Wrap SE 'Gold Dart',Nike,0,No,wmns-rift-wrap-se-gold-dart-881192-700,gold,shoes,under_retail,good_condition,new_no_defects,105.0,70.0,81.6472625732,105.74,169.6566467285,2017,1,10
Lunar Raid 'Volt',Nike,0,No,lunar-raid-volt-654480-700,yellow,shoes,over_retail,no_original_box,used,145.0,50.0,109.3438415527,81.74,161.9633789062,2021,6,15
Wmns 608v5 'White Pink',Nike,0,No,wmns-608v5-white-pink-wx608wp5,white,shoes,over_retail,good_condition,new_no_defects,75.0,77.0,79.164894104,99.14,122.7827301025,2020,12,23
Lunar Caldra 'University Red',Nike,0,No,lunar-caldra-university-red-803879-616,red,shoes,over_retail,no_original_box,used,93.8461305096,40.0,49.8113822937,69.74,85.870803833,2021,7,15
Zoom Mercurial Superfly 9 Elite FG 'Tournament Pack',Nike,0,No,zoom-mercurial-superfly-9-elite-fg-tournament-pack-dj4977-601,pink,shoes,under_retail,good_condition,new_no_defects,285.0,191.0,231.0,305.31,360.02,2024,5,28
Air Solstice Premium NSW NRG 'Reflective Pack',Nike,0,No,air-solstice-premium-nsw-nrg-reflective-pack-543510-300,green,shoes,over_retail,good_condition,new_no_defects,98.2093298758,70.0,77.2053527832,105.74,111.263458252,2021,7,15
Air Tech Challenge 3 'Wimbledon',Nike,0,No,air-tech-challenge-3-wimbledon-749957-701,gold,shoes,over_retail,good_condition,used,120.0,825.0,588.8665771484,1093.7,696.2202148438,2016,5,30
Wmns X-Racer Utility 'Lead Gum',Nike,0,No,wmns-x-racer-utility-lead-gum-wsxrctxe,blue,shoes,over_retail,no_original_box,new_with_defects,106.6733758989,100.0,255.6167755127,141.74,178.7351226807,2021,7,15
Wmns Dunk Low 'Ocean',Nike,0,No,wmns-dunk-low-ocean-dv3029-100,white,shoes,under_retail,good_condition,new_no_defects,100.0,63.0,79.0,104.54,123.74,2022,5,14
Zoom Speed TR3 2015,Nike,0,No,zoom-speed-tr3-2015-804401-600,red,shoes,over_retail,good_condition,new_no_defects,100.0,2000.0,1244.7592773438,2842.97,2062.1220703125,2021,7,15
Free Trainer 3.0 Mid Shield 'Pure Platinum Wolf Grey',Nike,0,No,free-trainer-3-0-mid-shield-pure-platinum-wolf-grey-616097-020,grey,shoes,over_retail,badly_damaged,used,130.0,40.0,54.9489746094,69.74,90.0712890625,2021,7,15
Air Trainer 2 SB Supreme 'Supreme',Nike,1,Supreme,air-trainer-2-sb-supreme-supreme-317646-001,black,shoes,over_retail,good_condition,new_no_defects,194.3232809819,375.0,449.263671875,510.5,554.4226074219,2021,7,15
X-90 'Grape',Adidas,0,No,x-90-grape-msx90plc,blue,shoes,over_retail,good_condition,new_no_defects,107.4341979862,94.0,102.0,134.54,144.14,2021,7,15
Wmns Dual Fusion X 'Bold Berry',Nike,0,No,wmns-dual-fusion-x-bold-berry-709501-500,pink,shoes,over_retail,good_condition,new_no_defects,89.6075074361,54.0,58.0,86.54,91.34,2021,7,15
Air Trainer SC High 'Vast Grey',Nike,0,No,air-trainer-sc-high-vast-grey-302346-020,grey,shoes,over_retail,good_condition,new_no_defects,130.0,325.0,404.9285583496,445.7,512.5411376953,2018,2,21
Aries x Suede 'Black',Adidas,1,Aries,aries-x-suede-black-399347-01,grey,shoes,over_retail,good_condition,new_no_defects,140.0,233.0,294.8596191406,322.58,369.8849182129,2024,9,5
Wmns Suede Classic 'Translucent - Tart Cherry',Nike,0,No,wmns-suede-classic-translucent-tart-cherry-398818-01,red,shoes,over_retail,good_condition,new_no_defects,75.0,136.0,206.5983123779,198.77,226.7273712158,2024,8,5
Tanjun Racer 'Team Red',Nike,0,No,tanjun-racer-team-red-921669-600,red,shoes,over_retail,good_condition,new_no_defects,115.709924686,151.0,168.3224945068,249.2,240.9785766602,2021,7,15
Tanjun SE 'Black',Nike,0,No,tanjun-se-black-844887-002,black,shoes,over_retail,good_condition,new_no_defects,121.6775582121,120.0,206.4841461182,165.74,267.3577880859,2021,7,15
Wmns Renew Arena 'Dark Grey',Nike,0,No,wmns-renew-arena-dark-grey-aj5909-011,grey,shoes,over_retail,missing_lid,new_no_defects,91.6299724949,50.0,56.705619812,81.74,87.9583282471,2021,7,15
Wmns Jazz Triple 'Animalier - Black Zebra',Nike,0,No,wmns-jazz-triple-animalier-black-zebra-s60793-2,black,shoes,over_retail,good_condition,new_no_defects,130.0,200.0,198.6630706787,246.74,278.7973022461,2024,8,7
Air Trainer 1 'Neutral Olive',Nike,0,No,air-trainer-1-neutral-olive-fj4182-200,green,shoes,under_retail,good_condition,new_no_defects,130.0,62.0,71.8681259155,96.14,117.5019454956,2023,12,27
Air Max LTD 3 TXT 'Wolf Grey',Nike,0,No,air-max-ltd-3-txt-wolf-grey-746379-012,grey,shoes,over_retail,good_condition,new_no_defects,125.0,156.0,214.9441833496,193.94,483.2796020508,2021,7,15
Wmns Vandal High LX 'Meant to Fly',Nike,0,No,wmns-vandal-high-lx-meant-to-fly-ah6826-101,white,shoes,under_retail,good_condition,new_no_defects,110.0,69.0,114.8833694458,104.54,177.001373291,2018,11,10
Wmns Zoom Rival XC 'Platinum Gamma Blue',Nike,0,No,wmns-zoom-rival-xc-platinum-gamma-blue-749351-040,grey,shoes,under_retail,good_condition,new_no_defects,65.0,33.0,37.2537727356,64.94,69.9456100464,2021,7,15
