sneaker_name,sneaker_brand,collaboration,collaboration_name,sneaker_slug,sneaker_color,data.category,discount_tag,box_condition,product_condition,retail_price_eur,lowest_price_eur,instant_ship_lowest_price_eur,gp_lowest_price_eur,gp_instant_ship_lowest_price_eur,release_year,release_month,release_day
Wmns Dunk High 'Aged Grey',Nike,0,No,wmns-dunk-high-aged-grey-dd1869-001,grey,shoes,under_retail,good_condition,new_no_defects,120.0,68.0,78.0,103.34,115.34,2021,9,7
Rosherun Hyper,Nike,0,No,rosherun-hyper-636220-001,grey,shoes,over_retail,good_condition,new_no_defects,85.0,105.0,116.3137512207,147.74,169.5282745361,2021,7,15
Wmns Dunk Low 'Laser Orange',Nike,0,No,wmns-dunk-low-laser-orange-cu1726-901,orange,shoes,over_retail,good_condition,new_no_defects,100.0,150.0,180.0201263428,216.75,234.5515899658,2021,7,15
Wmns 574 'Black',Nike,0,No,wmns-574-black-wl574dm2,black,shoes,over_retail,good_condition,new_no_defects,80.0,117.0,146.2760314941,162.14,199.1433105469,2021,7,15
Dunk Low 'Safari Swoosh - Chlorophyll',Nike,0,No,dunk-low-safari-swoosh-chlorophyll-dr0156-300,green,shoes,under_retail,good_condition,new_no_defects,120.0,65.0,76.0,84.74,112.94,2021,7,15
574 'Core Pack - Nimbus Cloud',New Balance,0,No,574-core-pack-nimbus-cloud-ml574evw,white,shoes,under_retail,good_condition,new_no_defects,95.0,57.0,132.0,98.54,224.08,2022,3,28
Wmns Dunk Low,Nike,0,No,womens-dunk-low-308608-042,grey,shoes,over_retail,good_condition,new_no_defects,124.9640824446,105.0,160.729598999,147.74,400.7053833008,2021,6,15
Delta Force Vulc SB 'Black Gum',Nike,0,No,delta-force-vulc-sb-black-gum-942237-005,black,shoes,over_retail,missing_lid,new_no_defects,113.0223458038,135.0,144.9987335205,144.53,-219.7266693115,2021,7,15
Wmns Hyperdiamond 3 Keystone 'Black White',Nike,1,Stone Island,wmns-hyperdiamond-3-keystone-black-white-ao7920-001,black,shoes,over_retail,no_original_box,new_no_defects,40.0,50.0,60.5164146423,81.74,76.884979248,2020,12,17
Wmns Air Max Bolt 'Pure Violet Sapphire',Nike,0,No,wmns-air-max-bolt-pure-violet-sapphire-cu4152-501,purple,shoes,under_retail,good_condition,new_no_defects,95.0,67.0,107.0,102.14,150.14,2021,7,15
Wmns Air Jordan 2 Retro 'Cool Grey',Nike,0,No,wmns-air-jordan-2-retro-cool-grey-fb8871-041,grey,shoes,under_retail,good_condition,new_no_defects,175.0,42.0,45.0,68.54,72.14,2023,5,4
Wmns Air Max 1 SE 'Ghost Green',Nike,0,No,wmns-air-max-1-se-ghost-green-881101-300,green,shoes,under_retail,good_condition,new_no_defects,130.0,102.0,110.0,144.14,153.74,2021,7,15
Wmns React Vapor 2 Wide 'Black Bronze',Nike,0,No,wmns-react-vapor-2-wide-black-bronze-bv1322-001,black,shoes,over_retail,no_original_box,new_no_defects,98.0140814245,142.0,145.3564758301,226.76,299.0882873535,2021,7,15
Wmns Air Max 97 'Neutral Olive',Nike,0,No,wmns-air-max-97-neutral-olive-do1164-200,green,shoes,over_retail,good_condition,new_no_defects,98.6465362078,61.0,73.0,94.94,109.34,2021,7,15
Wmns 574v2 'Black Magnet',Nike,0,No,wmns-574v2-black-magnet-wl574vi1,black,shoes,under_retail,good_condition,new_no_defects,85.0,77.0,82.1332092285,122.54,131.7870330811,2021,12,31
Shox VC 5 'Black White',Nike,0,No,shox-vc-5-black-white-312764-001,black,shoes,over_retail,no_original_box,used,126.1154334209,300.0,376.2644958496,413.3,509.8717956543,2021,7,15
Air Bo 1 Premium 'Diamond Quest',Nike,0,No,nike-air-bo-1-premium-diamond-quest-men-s-shoe-744420-001,grey,shoes,over_retail,good_condition,new_no_defects,140.0,550.0,589.5167236328,799.1,800.4479370117,2015,1,8
LunarGlide 8 'Grey Anthracite',Nike,0,No,lunarglide-8-grey-anthracite-843725-009,grey,shoes,over_retail,good_condition,new_no_defects,120.0,150.0,202.7304229736,237.98,270.6149291992,2021,7,15
Zoom Superfly Elite 2 'Hyper Jade',Nike,0,No,zoom-superfly-elite-2-hyper-jade-cd4382-300,teal,shoes,under_retail,good_condition,new_no_defects,150.0,100.0,126.0878677368,141.74,180.2262878418,2021,6,15
Air Max 90 SE 'Remix Pack',Nike,0,No,air-max-90-se-denim-camo-db1967-100,white,shoes,over_retail,good_condition,new_no_defects,130.0,234.0,288.0399169922,327.76,360.9934997559,2020,8,1
Air Max SC 'White Midnight Navy',Nike,0,No,air-max-sc-white-midnight-navy-hm6135-100,white,shoes,over_retail,good_condition,new_no_defects,95.0,129.0,172.0,176.54,247.41,2021,6,15
Air Trainer 180 ' Triple Black',Nike,0,No,air-trainer-180-triple-black-916460-003,black,shoes,under_retail,good_condition,new_no_defects,125.0,120.0,237.8945007324,162.68,284.3953857422,2021,7,15
Air Max 90 Mid Winter,Nike,0,No,nike-air-max-90-mid-winter-men-s-shoe-806808-300,green,shoes,over_retail,good_condition,new_no_defects,106.5733832663,267.0,324.8411865234,379.6,443.3464660645,2021,7,15
Air Max Plus SE 'Flat Pewter',Nike,0,No,air-max-plus-se-flat-pewter-dv7665-002,grey,shoes,under_retail,good_condition,new_no_defects,180.0,105.0,125.5520629883,147.74,169.2692260742,2023,4,3
Wmns Air VaporMax Flyknit 3 'Gunsmoke Fuchsia',Nike,0,No,wmns-air-vapormax-flyknit-3-gunsmoke-fuchsia-ci7577-001,grey,shoes,under_retail,good_condition,new_no_defects,190.0,135.0,146.0,216.93,232.36,2019,5,2
Wmns Air Max 1 Premium 'Sherpa Pack - Black',Nike,0,No,wmns-air-max-1-premium-454746-010,black,shoes,over_retail,good_condition,new_no_defects,110.0,163.0,209.8440856934,202.34,215.3415985107,2016,11,4
Air Huarache Run 'Matte Silver',Nike,0,No,air-huarache-run-matte-silver-852628-003,silver,shoes,over_retail,good_condition,new_no_defects,130.0,150.0,202.611114502,237.98,290.6040344238,2021,6,15
Wmns Air Max Dia SE 'Metallic Silver',Nike,0,No,wmns-air-max-dia-se-mettallic-silve-ar7410-105,white,shoes,over_retail,good_condition,new_no_defects,125.0,130.0,307.9345397949,219.74,321.2924804688,2021,6,15
Wmns Roshe One Metric Black,Nike,0,No,roshe-run-metric-black-607284-001,black,shoes,over_retail,good_condition,used,113.8403349041,230.0,253.1136474609,350.2,355.7265014648,2021,7,15
Air Jordan 3 Retro SE 'Winterized',Nike,0,No,air-jordan-3-retro-se-winterized-dr8869-200,brown,shoes,under_retail,good_condition,new_no_defects,210.0,105.0,119.0,133.06,149.54,2022,10,8
Wmns React Phantom Run Flyknit 2 'Teal Tint Aurora',Nike,0,No,wmns-react-phantom-run-flyknit-2-teal-tint-aurora-cj0280-300,teal,shoes,over_retail,good_condition,new_no_defects,140.0,342.0,468.0770874023,536.78,611.9927368164,2020,5,7
Challenge Court SB,Nike,0,No,challenge-court-sb-524849-130,white,shoes,over_retail,good_condition,used,109.6617944988,140.0,154.1356201172,205.94,232.1943664551,2021,6,15
Air Jordan 8 Retro Winterized 'Gunsmoke',Nike,0,No,air-jordan-8-retro-winterized-gunsmoke-fd1334-001,black,shoes,over_retail,good_condition,new_no_defects,210.0,238.0,259.0,332.95,360.16,2023,11,27
Wmns Renew Ride 2 'White Football Grey',Nike,0,No,wmns-renew-ride-2-white-football-grey-cu3508-105,white,shoes,over_retail,good_condition,new_no_defects,75.0,99.0,107.0,140.54,150.14,2021,3,1
Wmns Dart 11 MSL 'Black Light Retro',Nike,0,No,wmns-dart-11-msl-black-light-retro-724480-003,black,shoes,over_retail,good_condition,new_no_defects,89.2625469361,41.0,44.0,70.94,74.54,2021,7,15
Wmns Air Max 97 SE 'Burgundy Crush',Nike,0,No,wmns-air-max-97-se-burgundy-crush-av8198-600,purple,shoes,under_retail,good_condition,new_no_defects,170.0,128.0,138.0,175.34,201.34,2019,7,6
Wmns Air Max 1 SE 'Black Logo',Nike,0,No,wmns-air-max-1-se-black-logo-881101-005,black,shoes,over_retail,good_condition,new_no_defects,112.0462433921,106.0,107.0337142944,157.34,146.794342041,2021,7,15
Wmns Air Presto Mid Utility Premium 'Triple Black',Nike,0,No,wmns-air-presto-mid-utility-premium-triple-black-aa0674-003,black,shoes,under_retail,good_condition,new_no_defects,140.0,109.0,119.3349151611,160.94,215.6779632568,2021,7,15
Jordan Executive 'Gym Red',Nike,0,No,jordan-executive-gym-red-820240-601,red,shoes,over_retail,good_condition,new_no_defects,115.642022234,150.0,168.3224945068,218.9,210.9833221436,2021,7,15
Air Max 1 'University Blue',Nike,0,No,air-max-1-university-blue-fd9082-103,blue,shoes,under_retail,good_condition,new_no_defects,140.0,72.0,78.0,107.0,124.94,2023,11,23
997.5 'Grey White',New Balance,0,No,997-5-grey-white-m9975gr,grey,shoes,over_retail,good_condition,new_no_defects,210.0,288.0,313.740234375,397.75,469.8922119141,2021,7,15
Air Epic,Nike,0,No,nike-air-epic-men-s-shoe-810171-200,tan,shoes,over_retail,badly_damaged,used,96.2964520864,60.0,69.801322937,93.74,99.8081359863,2021,6,15
Wmns Air Jordan 1 Low 'Sport Blue Gym Red',Nike,0,No,wmns-air-jordan-1-low-sport-blue-gym-red-dc0774-416,blue,shoes,under_retail,good_condition,new_no_defects,110.0,61.0,69.0,114.14,124.94,2023,5,8
Wmns Air Jordan 1 High Zoom Comfort 2 'Chrome Swoosh',Nike,0,No,wmns-air-jordan-1-high-zoom-comfort-2-chrome-swoosh-fj4652-100,grey,shoes,under_retail,good_condition,new_no_defects,150.0,48.0,95.0,79.34,135.74,2023,6,15
Air Flight Light 'White',Nike,0,No,air-flight-light-329984-100,white,shoes,over_retail,badly_damaged,used,117.5279888686,398.0,390.7610473633,418.71,433.8357543945,2014,1,1
Wmns Air VaporMax Plus 'Triple Orange',Nike,0,No,wmns-air-vapormax-plus-triple-orange-dz4440-800,orange,shoes,over_retail,good_condition,new_no_defects,109.4809917077,74.0,86.0,110.54,124.94,2022,7,1
Stussy x Trainerendor 'Black Volt',Nike,1,Stussy,stussy-x-trainerendor-634928-070,black,shoes,over_retail,good_condition,new_no_defects,186.0370903759,90.0,101.4478988647,129.74,145.7768249512,2021,7,15
Air Max Fury,Nike,0,No,air-max-fury-aa5739-001,black,shoes,under_retail,good_condition,new_no_defects,120.0,70.0,76.0,105.74,112.94,2021,7,15
Air Sock Racer,Nike,0,No,air-sock-racer-918244-001,black,shoes,over_retail,good_condition,new_no_defects,101.1146069005,61.0,67.470664978,103.34,120.6138153076,2021,7,15
Air Jordan 1 Mid SE TD 'Neutral Grey Sail',Nike,0,No,air-jordan-1-mid-se-td-neutral-grey-sail-fq8086-002,grey,shoes,under_retail,good_condition,new_no_defects,65.0,51.0,64.7580337524,82.94,111.3065719604,2024,8,20
Zoom Victory 4 XC,Nike,0,No,zoom-victory-4-xc-878804-017,black,shoes,under_retail,no_original_box,new_no_defects,105.0,30.0,45.0499267578,57.74,79.0534515381,2021,7,15
Air Force Max 2 'Bred',Nike,0,No,air-force-max-2-bred-av6243-003,black,shoes,over_retail,good_condition,new_no_defects,160.0,1222.0,1213.7741699219,1595.25,1842.1942138672,2021,7,15
Free Flyknit Chukka Pr Qs 'World Cup',Nike,0,No,free-flyknit-chukka-pr-qs-world-cup-640652-400,blue,shoes,over_retail,good_condition,new_no_defects,108.4334971951,92.0,99.0,132.14,140.54,2021,7,15
Wmns Air Max 360 'Spin',Nike,0,No,wmns-air-max-360-spin-310909-901,red,shoes,over_retail,good_condition,new_no_defects,99.3615790822,67.0,72.0,102.14,108.14,2019,6,11
HyperChase PE 'James Harden',Nike,1,James Harden,hyperchase-pe-james-harden-803215-600,red,shoes,over_retail,good_condition,new_no_defects,181.6597867018,235.0,286.1614990234,357.21,372.0771789551,2021,7,15
Wmns Terra Kiger 9 'Obsidian Citron Volt',Nike,0,No,wmns-terra-kiger-9-obsidian-citron-volt-dr2694-400,blue,shoes,under_retail,good_condition,new_no_defects,150.0,147.0,174.6550292969,233.77,306.2391662598,2023,4,2
Air Hyper Flight Leather 'Paul Brown',Nike,0,No,air-hyper-flight-leather-paul-brown-304407-221,brown,shoes,over_retail,badly_damaged,used,150.0,35.0,37.1096878052,63.74,84.6747055054,2021,7,15
Air Max 2009,Nike,0,No,air-max-2009-486978-018,grey,shoes,over_retail,no_original_box,used,151.3990704929,798.0,681.489074707,1146.99,749.6088867188,2021,7,15
Free 5.0 Print 'Tumbled Grey Crimson',Nike,0,No,free-5-0-print-tumbled-grey-crimson-749592-008,orange,shoes,over_retail,good_condition,new_no_defects,110.2150097869,115.0,120.0653915405,159.74,166.4927520752,2021,7,15
Wmns Air Max 1 Ultra Moire 'Fiberglass',Nike,0,No,wmns-air-max-1-ultra-moire-fiberglass-704995-300,blue,shoes,over_retail,good_condition,new_no_defects,130.0,300.0,411.1850585938,405.5,573.0766601562,2021,7,15
Dunk Low,Nike,0,No,dunk-low-318019-101,white,shoes,over_retail,no_original_box,used,118.7371485445,170.0,203.7296142578,244.82,284.9761047363,2021,6,15
Wmns 574v2 'Black Ocean Haze',Nike,0,No,wmns-574v2-black-ocean-haze-wl574rca,black,shoes,under_retail,good_condition,new_no_defects,85.0,67.0,77.1074752808,110.54,125.1400375366,2022,6,11
Wmns Air Force 1 Shadow 'Hyper Crimson',Nike,0,No,wmns-air-force-1-shadow-black-orange-cq3317-001,black,shoes,under_retail,good_condition,new_no_defects,110.0,91.0,122.0,130.94,168.14,2019,11,29
Air VaporMax 360 'Black Volt',Nike,0,No,air-vapormax-360-black-volt-cw7479-001,black,shoes,under_retail,good_condition,new_no_defects,225.0,159.0,212.7070922852,197.7,322.7893066406,2021,7,15
Air Max 90 'Hemp Earth,Nike,0,No,air-max-90-hemp-earth-fb9658-200,brown,shoes,under_retail,good_condition,new_no_defects,130.0,117.0,384.7467041016,162.14,278.0901184082,2021,7,15
React Presto 'Texas Longhorns' PE,Nike,0,No,react-presto-texas-longhorns-pe-db3432-800,orange,shoes,over_retail,no_original_box,new_no_defects,147.1193047894,140.0,168.2019348145,223.95,255.8191223145,2021,7,15
Wmns Air Jordan 2 Retro 'Crystal Mint',Nike,0,No,wmns-air-jordan-2-retro-crystal-mint-fn6755-100,white,shoes,under_retail,good_condition,new_no_defects,175.0,93.0,100.0,133.34,141.74,2023,8,1
Wmns Air Force 1 Hi Suede 'University Red',Nike,0,No,wmns-air-force-1-hi-suede-university-red-749266-601,red,shoes,over_retail,good_condition,new_no_defects,116.1567809093,145.0,154.3868865967,212.42,212.3942565918,2021,7,15
Air Max ST 'Crimson Grey',Nike,0,No,air-max-st-crimson-grey-652976-004,black,shoes,under_retail,no_original_box,new_no_defects,100.0,69.0,92.2431564331,104.54,125.8635406494,2021,7,15
Metcon 2 'Strong as Steel',Nike,0,No,metcon-2-strong-as-steel-819902-600,orange,shoes,over_retail,good_condition,new_no_defects,140.0,140.0,137.5545043945,223.95,226.5823822021,2016,3,7
Wmns Court Vision Low Premium 'Cave Purple',Nike,0,No,wmns-court-vision-low-premium-cave-purple-dm0838-500,purple,shoes,over_retail,good_condition,new_no_defects,75.0,114.0,116.4783096313,158.54,152.9767150879,2021,11,1
Dunk High Ltd 'Tony Parker',Nike,0,No,dunk-high-ltd-tony-parker-308612-101,white,shoes,over_retail,good_condition,new_with_defects,100.1743471137,120.0,134.3336486816,175.34,219.5827636719,2021,6,15
Wmns NikeCourt Zoom Pro Premium 'Burgundy Crush Hyper Pink',Nike,0,No,wmns-nikecourt-zoom-pro-premium-burgundy-crush-hyper-pink-dq4683-600,red,shoes,over_retail,good_condition,new_no_defects,100.0,750.0,642.8950195312,1015.4,813.6457519531,2022,11,26
Wmns Dunk Low Pro,Nike,0,No,womens-dunk-low-pro-302517-451,blue,shoes,over_retail,good_condition,new_no_defects,118.4881743888,152.0,212.4178771973,219.32,285.0682678223,2021,7,15
Wmns Air Max Viva 'Hyper Magenta',Nike,0,No,wmns-air-max-viva-hyper-magenta-db5269-500,pink,shoes,under_retail,good_condition,new_no_defects,140.0,99.0,125.9573516846,140.54,185.7080383301,2021,4,27
Free Trainer 5.0 N7 'Blackened Blue Varsity Maize',Nike,0,No,free-trainer-5-0-n7-blackened-blue-varsity-maize-584779-447,blue,shoes,over_retail,good_condition,used,95.0,100.0,137.2180328369,141.74,301.3064575195,2013,4,13
Air Woven QS 'Euro Cup Germany',Nike,0,No,air-woven-qs-euro-cup-germany-530986-014,black,shoes,over_retail,good_condition,new_no_defects,107.1709415211,178.0,235.2393188477,288.47,434.9825439453,2021,7,15
Air Max Invigor Mid 'Cool Grey',Nike,0,No,air-max-invigor-mid-cool-grey-858654-005,grey,shoes,over_retail,good_condition,new_no_defects,108.1715374423,109.0,120.8355178833,152.54,176.3134002686,2021,7,15
HOVR Phantom 4 'Black Anthracite',Nike,0,No,hovr-phantom-4-black-anthracite-3027593-002,black,shoes,under_retail,good_condition,new_no_defects,120.0,105.0,136.1042175293,156.14,206.158416748,2024,7,29
574 'Premium OG Pack - Varsity Red',New Balance,0,No,574-premium-og-pack-varsity-red-u574hr2,red,shoes,over_retail,good_condition,new_no_defects,99.665946431,85.0,92.0,159.74,168.14,2021,7,15
Wmns Flyknit Lunar1+ 'Obsidian Orange',Nike,0,No,wmns-flyknit-lunar1-obsidian-orange-554888-481,orange,shoes,over_retail,good_condition,new_no_defects,118.7650213843,225.0,254.3724212646,343.18,399.1781005859,2021,7,15
Air Huarache Run Ultra SE 'Deep Burgundy',Nike,0,No,air-huarache-run-ultra-se-deep-burgundy-875841-601,red,shoes,over_retail,good_condition,new_no_defects,130.0,209.0,246.9342651367,320.74,371.7956237793,2021,7,15
Kobe 9 NSW Lifestyle 'Marble',Nike,1,Kobe Bryant,kobe-9-nsw-lifestyle-marble-630774-100,white,shoes,over_retail,good_condition,used,120.0,120.0,159.601852417,165.74,205.6687164307,2014,4,16
574 'Black Royal Gum',New Balance,0,No,574-black-royal-gum-u574ss2,black,shoes,over_retail,good_condition,new_no_defects,114.6010048308,90.0,120.8555908203,114.74,130.7462921143,2021,7,15
Dunk Low Premium Qk 'Haze' Special Box,Nike,0,No,dunk-low-premium-qk-haze-306793-012,black,shoes,over_retail,good_condition,new_no_defects,632.9636160377,7250.0,5645.8608398438,9420.5,7857.2055664062,2003,7,15
Air Ghost Racer 'Cool Grey',Nike,0,No,air-ghost-racer-cool-grey-at5410-003,grey,shoes,under_retail,good_condition,new_no_defects,130.0,25.0,27.0,51.74,54.14,2021,7,15
Wmns Roshe Run,Nike,0,No,wmns-roshe-run-511882-103,silver,shoes,over_retail,good_condition,new_no_defects,101.3238739178,100.0,169.0737915039,108.04,155.3848571777,2021,6,15
Wmns Shox Enigma 'Triple Black',Nike,0,No,wmns-shox-enigma-gym-red-bq9001-001,black,shoes,under_retail,good_condition,new_no_defects,135.0,122.0,140.0938568115,168.14,218.8583831787,2019,9,5
John Elliott x NikeLab Vandal High 'Black',Nike,1,John Elliott,john-elliott-x-nikelab-vandal-high-black-je-nikelab-vh-blk,black,shoes,under_retail,good_condition,new_no_defects,150.0,120.0,142.9023742676,165.74,206.5868835449,2018,10,18
Flyknit Lunar2,Nike,0,No,flyknit-lunar2-620465-801,blue,shoes,over_retail,good_condition,new_no_defects,98.6307130319,78.0,85.9159469604,115.34,130.8720703125,2021,7,15
725v1 'Metallic Silver Slate Grey',Adidas,0,No,725v1-metallic-silver-slate-grey-ml725cd,silver,shoes,under_retail,good_condition,new_no_defects,110.0,100.0,118.0,141.74,163.34,2024,5,30
Wmns Lunar Control Vapor 2 Wide 'Black',Nike,0,No,wmns-lunar-control-vapor-2-wide-black-909084-001,black,shoes,over_retail,no_original_box,new_no_defects,85.6810605082,42.0,91.5595626831,72.14,93.0121307373,2017,11,28
247 'Black Luxe',Adidas,0,No,247-luxe-mrl247bl,black,shoes,over_retail,good_condition,used,120.0,269.0,312.2743835449,404.91,498.1594848633,2017,1,7
Air Jordan 1 Low SE 'Philippines',Nike,0,No,air-jordan-1-low-se-white-university-red-blue-fn8901-164,white,shoes,under_retail,good_condition,new_no_defects,120.0,97.0,114.162109375,138.14,170.3542022705,2023,7,26
Wmns Flex 2016 RN 'Black Rio Teal',Nike,0,No,wmns-flex-2016-rn-black-rio-teal-830751-005,black,shoes,over_retail,no_original_box,used,80.0,25.0,30.6271190643,51.74,54.101146698,2021,7,15
Wmns Air Jordan 1 Retro High OG 'Lucky Green',Nike,0,No,wmns-air-jordan-1-retro-high-og-lucky-green-db4612-300,green,shoes,under_retail,good_condition,new_no_defects,170.0,78.0,86.0,91.36,98.66,2020,10,14
M2K Tekno 'Black',Nike,0,No,m2k-tekno-av4789-002,black,shoes,over_retail,good_condition,new_no_defects,100.0,101.0,473.9005126953,150.74,141.9175415039,2018,8,29
Wmns Air Jordan 1 'Rebel XX',Nike,0,No,wmns-air-jordan-1-rebel-xx-ao1530-800,orange,shoes,over_retail,good_condition,new_no_defects,145.0,209.0,226.0,295.36,317.39,2018,4,5
Air Wildwood,Nike,0,No,air-wildwood-305288-001,grey,shoes,over_retail,good_condition,new_with_defects,118.6199126979,172.0,220.0760498047,247.41,315.0634765625,2021,7,15
Air Max Infuriate 2 Mid 'White Platinum',Nike,0,No,air-max-infuriate-2-mid-white-platinum-aa7066-100,white,shoes,over_retail,badly_damaged,new_with_defects,96.1869215153,76.0,89.3886489868,112.94,130.1906890869,2021,6,15
Air Max 93 '6 of 8' Sample,Nike,0,No,air-max-93-6-of-8-sample-bmn869-m1-c1-vt,grey,shoes,over_retail,good_condition,new_no_defects,282.0423768046,5875.0,5819.6591796875,7638.5,7332.1279296875,2021,7,15
Wmns Free Inneva Woven 'Black Sail',Nike,0,No,wmns-free-inneva-woven-833803-002,black,shoes,under_retail,good_condition,new_no_defects,180.0,140.0,154.4316558838,223.95,244.1134490967,2021,7,15
Air Max 90 'Anthracite Kumquat',Nike,0,No,air-max-90-anthracite-kumquat-dq8974-800,orange,shoes,over_retail,good_condition,new_no_defects,117.5009202778,170.0,205.5150756836,255.19,263.7496337891,2022,11,1
Wmns Air Max 90 'Fresh',Nike,0,No,wmns-air-max-90-fresh-dj5530-100,white,shoes,over_retail,good_condition,new_no_defects,120.0,160.0,185.1945343018,229.59,281.849395752,2021,5,18
Lunar Force 1 Low 'Perf',Nike,0,No,nike-lunar-force-1-low-perf-654256-401,blue,shoes,over_retail,good_condition,new_no_defects,118.6878151499,173.0,220.0760498047,244.82,308.4777832031,2021,7,15
Wmns NikeCourt Zoom Lite 3 'White Flat Pewter',Nike,0,No,wmns-nikecourt-zoom-lite-3-white-flat-pewter-dv3279-100,white,shoes,over_retail,good_condition,new_no_defects,70.0,750.0,694.203918457,1015.4,802.9066162109,2022,12,21
Wmns Dunk Low Twist 'Light Silver',Nike,0,No,wmns-dunk-low-twist-light-silver-dz2794-004,grey,shoes,under_retail,good_condition,new_no_defects,125.0,69.0,91.0,112.94,162.14,2021,7,15
Wmns Air Max Thea 'Wolf Grey',Nike,0,No,wmns-air-max-thea-wolf-grey-599409-030,grey,shoes,over_retail,missing_lid,new_no_defects,106.1672909711,90.0,99.6004180908,129.74,141.3596191406,2021,7,15
Air Jordan 1 Low 'White Black',Nike,0,No,air-jordan-1-low-white-black-553558-132,white,shoes,under_retail,good_condition,new_no_defects,115.0,64.0,69.0,115.34,135.74,2023,12,12
Wmns 480v5 4E Wide 'Grey',Nike,0,No,480v5-4e-wide-grey-w480ss54e,grey,shoes,over_retail,good_condition,new_no_defects,99.6504863252,98.0,113.1919250488,147.74,169.6903991699,2021,7,15
Wmns Air Jordan OG 'Black Metallic Gold',Nike,0,No,wmns-air-jordan-og-black-metallic-gold-do1850-007,black,shoes,under_retail,good_condition,new_no_defects,140.0,67.0,85.2724990845,109.34,165.328338623,2021,11,30
Wmns Air Huarache 'Aloha',Nike,0,No,nike-wmns-air-huarache-aloha-725076-001,black,shoes,over_retail,good_condition,new_no_defects,118.709668734,249.0,286.8828735352,376.85,387.9269714355,2021,7,15
X-90 'Burgundy',Adidas,0,No,x-90-burgundy-msx90pncd,red,shoes,under_retail,good_condition,new_no_defects,90.8042032241,41.0,46.4285202026,79.34,87.9583282471,2021,7,15
Wmns Air Max 90 Premium 'Fireberry',Nike,0,No,wmns-air-max-90-premium-fireberry-443817-600,pink,shoes,over_retail,good_condition,new_no_defects,116.3853042367,121.0,126.1197509766,174.14,179.3472900391,2021,7,15
Wmns M2K Tekno 'Atmosphere Grey',Nike,0,No,wmns-m2k-tekno-atmosphere-grey-ao3108-004,grey,shoes,over_retail,good_condition,new_no_defects,100.0,123.0,138.7125244141,177.74,228.5881958008,2018,1,1
Air Jordan 1 KO Low 'Kentucky',Nike,0,No,air-jordan-1-ko-low-kentucky-dx4981-103,blue,shoes,under_retail,good_condition,new_no_defects,120.0,51.0,55.0,92.54,97.34,2023,5,1
Wmns Air Max Dia 'Platinum Tint Violet',Nike,0,No,wmns-air-max-dia-platinum-tint-violet-ck6665-001,white,shoes,over_retail,no_original_box,new_no_defects,101.0900148411,120.0,134.707321167,165.74,196.9636688232,2019,7,22
Jordan Prime Flight Premium 'Bred',Nike,0,No,jordan-prime-flight-premium-bred-648723-002,black,shoes,over_retail,good_condition,used,103.7226703578,80.0,85.377204895,117.74,131.0893859863,2021,7,15
Wmns Air Jordan 1 Low 'Particle Beige',Nike,0,No,wmns-air-jordan-1-low-particle-beige-dc0774-120,pink,shoes,under_retail,good_condition,new_no_defects,115.0,63.0,98.0,105.74,139.34,2024,3,28
Air Force 1 High 'Wolf Grey Metallic Silver',Nike,0,No,air-force-1-high-wolf-grey-metallic-silver-dz5428-001,grey,shoes,under_retail,good_condition,new_no_defects,165.0,138.0,149.0,203.35,217.6,2022,11,3
Flyknit Streak 6 'Wolf Grey',Nike,0,No,flyknit-streak-6-wolf-grey-835994-007,grey,shoes,over_retail,good_condition,new_no_defects,103.8125559995,78.0,84.0,115.34,122.54,2021,7,15
Wmns Air Max Sequent 2 'Metallic Red Bronze',Nike,0,No,wmns-air-max-sequent-2-mettalic-red-bronze-852465-013,black,shoes,over_retail,good_condition,new_no_defects,95.0,2000.0,1240.6918945312,2842.97,2039.1796875,2021,7,15
Big High Lux 'Midnight Navy',Adidas,0,No,big-high-lux-midnight-navy-854165-400,blue,shoes,over_retail,no_original_box,used,110.2709193079,78.0,96.3216094971,115.34,141.4996795654,2021,7,15
574 'Red Grey',New Balance,0,No,574-red-grey-ms574ced,red,shoes,over_retail,good_condition,new_no_defects,130.0,750.0,611.7534179688,1005.57,748.6591186523,2021,7,15
Wmns Terminator Low 'Vivid Pink Light Melon',Nike,0,No,wmns-terminator-low-vivid-pink-light-melon-308863-611,pink,shoes,over_retail,no_original_box,used,93.5849863339,350.0,393.5361938477,473.55,563.6033325195,2021,7,15
Wmns Air Skylon 2 'Court Purple',Nike,0,No,wmns-air-skylon-2-court-purple-ao4540-102,purple,shoes,over_retail,no_original_box,used,100.7686134358,65.0,123.111907959,99.74,222.8837890625,2018,6,2
Wmns Dunk Low Next Nature 'Team Red Black',Nike,0,No,wmns-dunk-low-next-nature-team-red-black-dn1431-002,red,shoes,under_retail,good_condition,new_no_defects,100.0,65.0,70.0,84.74,90.74,2022,10,24
Jordan Spizike Low PS 'White Black Metallic Gold',Nike,0,No,jordan-spizike-low-ps-white-black-metallic-gold-hj9055-100,white,shoes,over_retail,good_condition,new_no_defects,80.0,150.0,251.8645019531,218.9,230.9832458496,2024,8,25
Air Huarache 'White',Nike,0,No,nike-air-huarache-318429-102,white,shoes,over_retail,badly_damaged,new_no_defects,109.9836720107,300.0,374.2106018066,444.19,504.5602416992,2021,6,15
Wmns Air Max 90 'White Wheat',Nike,0,No,wmns-air-max-90-white-wheat-312052-115,white,shoes,over_retail,good_condition,new_no_defects,133.9568360337,600.0,616.6028442383,794.55,658.6135253906,2021,6,15
